Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position
kürschner-p-110-premium-carbon-ud-teli,Kürschner P-110 Premium Carbon Ud Teli,"<div style=""box-sizing: border-box; padding: initial; margin: 0px 0px 16px; outline: 0px; letter-spacing: -0.35px; color: #484848; font-family: -apple-system, BlinkMacSystemFont, Arial, Roboto, Oxygen, Ubuntu, Cantarell, 'Fira Sans', 'Droid Sans', 'Helvetica Neue', sans-serif; font-size: 14px; background-color: #ffffff; text-align: center;""><span style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; letter-spacing: -0.025em !important; font-weight: 700 !important; border: 0px; vertical-align: baseline; line-height: normal !important;"">Kürschner P-110 Premium Carbon 0,10 mm Hard Tension</span></div>
<ul style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; letter-spacing: -0.35px; list-style: none; border: 0px; vertical-align: baseline; color: #484848; font-family: -apple-system, BlinkMacSystemFont, Arial, Roboto, Oxygen, Ubuntu, Cantarell, 'Fira Sans', 'Droid Sans', 'Helvetica Neue', sans-serif; font-size: 14px; background-color: #ffffff; line-height: normal !important; max-width: 1152px !important;"">
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">
<div>                                 ALMANYA ÜRETİMİ GÜMÜŞ TELLERLE  VE JAPONYA ÜRETİMİ KARBON TELLERDEN ÜRETİLMEKTE</div>
</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">
<div>                                      Korozyon önleyici paketler kullanılmaktadır ve raf ömrü oldukça uzundur.</div>
</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">
<div>                               CNC Kontrollü otomatik makinalarda el değmeden imal edilmektedir.</div>
</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; letter-spacing: -0.025em !important; border: 0px; vertical-align: baseline; line-height: normal !important; max-width: 1152px !important;"">
<div style=""text-align: center;"">                         ÇEKİLEBİLECEK AKORTLAR dd aa ee BB F#F# C#</div>
</li>
<li></li>
</ul>",,Aksesuarlar,Enstruman Telleri,TRUE,Title,Default Title,,0,deny,manual,500.0,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/159/adsiz-tasarim-2024-02-27t015325-898.png?revision=1751461405,
kürschner-c-109-classic-ud-teli,Kürschner C-109 Classic Ud Teli,"<div style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; letter-spacing: -0.35px; font-family: -apple-system, BlinkMacSystemFont, Arial, Roboto, Oxygen, Ubuntu, Cantarell, 'Fira Sans', 'Droid Sans', 'Helvetica Neue', sans-serif; font-size: inherit; border: 0px; vertical-align: baseline; color: #484848; background-color: #ffffff; text-align: center;""><span style=""font-size: 14pt;""><strong>Kürschner C-109 Classic Ud Teli</strong></span></div>
<ul style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; letter-spacing: -0.35px; list-style: none; border: 0px; vertical-align: baseline; color: #484848; font-family: -apple-system, BlinkMacSystemFont, Arial, Roboto, Oxygen, Ubuntu, Cantarell, 'Fira Sans', 'Droid Sans', 'Helvetica Neue', sans-serif; font-size: 14px; background-color: #ffffff; line-height: normal !important; max-width: 1152px !important;"">
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">
<div>                                             0.09 Medium Soft</div>
</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">
<div>                                                     ALMANYA ÜRETİMİ GÜMÜŞ TELLERLE  VE JAPONYA ÜRETİMİ KARBON TELLERDEN ÜRETİLMEKTE</div>
</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">
<div>                                            NORMAL TANSİYON, ÇEKİLEBİLECEK AKORTLAR dd aa ee BB F#F# C#</div>
</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">
<div>                                                            Almanya patenti olup Türkiyede üretilen bir enstrüman telidir.</div>
</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">
<div>                                                         Türkiyede profesyonel anlamda üretim yapılan ilk ve tek enstrüman telidir.</div>
</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">
<div>                                                        Korozyon önleyici paketler kullanılmaktadır ve raf ömrü oldukça uzundur.</div>
</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; letter-spacing: -0.025em !important; border: 0px; vertical-align: baseline; line-height: normal !important; max-width: 1152px !important;"">
<div style=""text-align: center;"">CNC Kontrollü otomatik makinalarda el değmeden imal edilmektedir ve Türkiyede bu üretimin eşi benzeri yoktur.</div>
</li>
</ul>",,Aksesuarlar,Enstruman Telleri,TRUE,Title,Default Title,,46,deny,manual,499.166,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/160/1a83f586-9371-4009-928d-5de8402658b4.jpg?revision=1717537404,
kürschner-c-110-classic-ud-teli,Kürschner C-110 Classic Ud Teli,"<div style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; letter-spacing: -0.35px; font-family: -apple-system, BlinkMacSystemFont, Arial, Roboto, Oxygen, Ubuntu, Cantarell, 'Fira Sans', 'Droid Sans', 'Helvetica Neue', sans-serif; font-size: inherit; border: 0px; vertical-align: baseline; color: #484848; background-color: #ffffff; text-align: center;""><span style=""font-size: 14pt;""><strong>Kürschner C-110 Classic Ud Teli</strong></span></div>
<div id=""tab-1"" class=""fade in tab-pane active"" style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; letter-spacing: -0.35px; border: 0px; vertical-align: baseline; color: #484848; font-family: -apple-system, BlinkMacSystemFont, Arial, Roboto, Oxygen, Ubuntu, Cantarell, 'Fira Sans', 'Droid Sans', 'Helvetica Neue', sans-serif; font-size: 14px; background-color: #ffffff; line-height: normal !important; max-width: 1152px !important;"">
<ul style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; letter-spacing: -0.025em !important; list-style: none; border: 0px; vertical-align: baseline; line-height: normal !important; max-width: 1152px !important;"">
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">                    </li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">                                                     ALMANYA ÜRETİMİ GÜMÜŞ TELLERLE  VE JAPONYA ÜRETİMİ KARBON TELLERDEN ÜRETİLMEKTE</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">                                             SERT TANSİYON, ÇEKİLEBİLECEK AKORTLAR dd aa ee BB F#F# C#</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">                                                        Almanya patenti olup Türkiyede üretilen bir enstrüman telidir.</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">                                                 Korozyon önleyici paketler kullanılmaktadır ve raf ömrü oldukça uzundur.</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">                                                          CNC Kontrollü otomatik makinalarda el değmeden imal edilmektedir ve Türkiyede bu üretimin eşi benzeri yoktur.</li>
<li></li>
</ul>
</div>",,Aksesuarlar,Enstruman Telleri,TRUE,Title,Default Title,,48,deny,manual,499.166,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/161/1a83f586-9371-4009-928d-5de8402658b4.jpg?revision=1717537398,
kürschner-c-108-classic-ud-teli,Kürschner C-108 Classic Ud Teli,"<div style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; letter-spacing: -0.35px; font-family: -apple-system, BlinkMacSystemFont, Arial, Roboto, Oxygen, Ubuntu, Cantarell, 'Fira Sans', 'Droid Sans', 'Helvetica Neue', sans-serif; font-size: inherit; border: 0px; vertical-align: baseline; color: #484848; background-color: #ffffff; text-align: center;""><span style=""font-size: 14pt;""><strong>Kürschner C-108 Classic Ud Teli</strong></span></div>
<div id=""tab-1"" class=""fade in tab-pane active"" style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; letter-spacing: -0.35px; border: 0px; vertical-align: baseline; color: #484848; font-family: -apple-system, BlinkMacSystemFont, Arial, Roboto, Oxygen, Ubuntu, Cantarell, 'Fira Sans', 'Droid Sans', 'Helvetica Neue', sans-serif; font-size: 14px; background-color: #ffffff; line-height: normal !important; max-width: 1152px !important;"">
<ul style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; letter-spacing: -0.025em !important; list-style: none; border: 0px; vertical-align: baseline; line-height: normal !important; max-width: 1152px !important;"">
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">                    </li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">                                                     ALMANYA ÜRETİMİ GÜMÜŞ TELLERLE  VE JAPONYA ÜRETİMİ KARBON TELLERDEN ÜRETİLMEKTE</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">                                             SERT TANSİYON, ÇEKİLEBİLECEK AKORTLAR dd aa ee BB F#F# C#</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">                                                        Almanya patenti olup Türkiyede üretilen bir enstrüman telidir.</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">                                                 Korozyon önleyici paketler kullanılmaktadır ve raf ömrü oldukça uzundur.</li>
<li style=""box-sizing: border-box; padding: 0px; margin: 0px; outline: 0px; border: 0px; vertical-align: baseline; letter-spacing: -0.025em !important; line-height: normal !important; max-width: 1152px !important; text-align: center;"">                                                          CNC Kontrollü otomatik makinalarda el değmeden imal edilmektedir ve Türkiyede bu üretimin eşi benzeri yoktur.</li>
<li></li>
</ul>
</div>",,Aksesuarlar,Enstruman Telleri,TRUE,Title,Default Title,,49,deny,manual,499.166,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/162/1a83f586-9371-4009-928d-5de8402658b4.jpg?revision=1717537350,
aurora-profesyonel-ud-teli-premium-09,Aurora Profesyonel Ud Teli Premium 09,"<div style=""text-align: left;""><span style=""font-size: 18pt;""><strong>                                                                                Aurora Premium Ud Teli <br />                                <span style=""font-size: 8pt;""> <span style=""font-size: 8pt;"">                                                                                                      <span style=""font-size: 10pt;"">TÜRK TONLU AURORA UD TELİ </span></span></span></strong></span></div>",,Aksesuarlar,Enstruman Telleri,TRUE,Title,Default Title,,8,deny,manual,665.833,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/163/110000425697009.jpg?revision=1710094820,
kobe-metal-kanun-anahtarı,Kobe Metal Kanun Anahtarı,"<span style=""font-family: Arial;"">                                                                                                             <strong><span style=""font-size: 18pt;"">  Kobe Metal Kanun Anahtarı </span></strong><br /></span>                                                                                                                                             Metal kanun Akort anahtarı",,Aksesuarlar,,TRUE,Title,Default Title,,5,deny,manual,247.5,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/164/1562f42f-fe66-40ad-9d87-5bbb58ff98b9.jpg?revision=1711289540,
kanun-yüzük,KANUN YÜZÜK,"<span style=""font-family: 'book antiqua', palatino, serif;""><strong><span style=""font-size: 18pt;"">                                                                                                KANUN YÜZÜĞÜ<br /></span></strong></span>                                                Metal kanun yüzüğü kanun mızraplarını parmagınıza sıkıştırıp çok daha rahat bir şekilde kanun enstrümanının çalınmasını saglamaktadır.",,Aksesuarlar,,TRUE,Title,Default Title,,8,deny,manual,90.833,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/165/f4a81c91-9bfb-4ccc-9680-28d86f56d76e.jpg?revision=1708989041,
sultan-döküm-darbuka,Sultan Döküm Darbuka,"<div style=""text-align: left;""><span style=""font-size: inherit; font-weight: inherit; background-color: #ffffff; color: #616161; font-family: 'Avenir Next', sans-serif; -webkit-font-smoothing: antialiased; vertical-align: inherit; box-sizing: border-box !important;"">Sultan Müzik ailesi tarafından el işçiliğiyle üretilen Döküm darbukalarımız, çeşitli renklerde ve güzel el işçiliği tasarımlarıyla sunuluyor.</span></div>
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; margin-top: 0px; font-size: inherit; font-weight: inherit; margin-bottom: 0.7em;""><em style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important;"">Döküm Darbuka</em><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;""> özellikleri aşağıdaki gibidir:</span></p>
<ul>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Malzeme: Döküm</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Bitiş: Boyalı, Düz, El Yapımı</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Cilt: Beyaz Suni Deri</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ayar: Ayarlanabilir (8 Mandal)</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Uzunluk: 44 cm</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Çap: 21,5 cm</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ağırlık: 2,4 kg</span></li>
</ul>
<br />
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; margin-top: 0px; font-size: inherit; font-weight: inherit; margin-bottom: 0.7em;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Döküm darbukalarımız ile  birlikte size gönderilecek olan ürünlerin listesi : </span></p>
<ul style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; margin: 0px 0px 0.7em 18px; padding: 0px; list-style: none;"">
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Darbuka Taşıma Çantası </span></li>
</ul>
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; margin-top: 0px; font-size: inherit; font-weight: inherit; margin-bottom: 0px;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ücretsiz Kargolama ! </span></span></p>
<br />
<div data-mce-fragment=""1"" style=""-webkit-font-smoothing: antialiased; margin-top: 0px; font-size: 16px; margin-bottom: 0px; color: #616161; font-family: 'Avenir Next', sans-serif; background-color: #ffffff; text-align: left;""> </div>",,Perküsyon,,TRUE,Title,Default Title,,10,deny,manual,1609.322,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/166/f17753c8-5e04-49da-9ca1-df16aab8dfa3.jpg?revision=1711289434,
çatlak-desenli-döküm-darbuka,Çatlak Desenli Döküm Darbuka,"<div style=""text-align: left;""><span style=""font-size: inherit; font-weight: inherit; background-color: #ffffff; color: #616161; font-family: 'Avenir Next', sans-serif; -webkit-font-smoothing: antialiased; vertical-align: inherit; box-sizing: border-box !important;"">Vatan Döküm darbukalarımız, çeşitli renklerde ve güzel el işçiliği tasarımlarıyla sunuluyor.</span></div>
<p style=""-webkit-font-smoothing: antialiased; margin-top: 0px; font-size: inherit; font-weight: inherit; margin-bottom: 0.7em; box-sizing: border-box !important; text-align: left;""><em style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important;"">Döküm Darbuka</em><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;""> özellikleri aşağıdaki gibidir:</span></p>
<ul>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Malzeme: Döküm</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Bitiş: Boyalı, Düz, El Yapımı</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Cilt: Beyaz Suni Deri</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ayar: Ayarlanabilir (8 Mandal)</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Uzunluk: 44 cm</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Çap: 21,5 cm</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ağırlık: 2,4 kg</span></li>
</ul>
<br />
<p style=""-webkit-font-smoothing: antialiased; margin-top: 0px; font-size: inherit; font-weight: inherit; margin-bottom: 0.7em; box-sizing: border-box !important; text-align: left;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Döküm darbukalarımız ile  birlikte size gönderilecek olan ürünlerin listesi : </span></p>
<ul style=""-webkit-font-smoothing: antialiased; margin: 0px 0px 0.7em 18px; padding: 0px; list-style: none; box-sizing: border-box !important; text-align: left;"">
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Darbuka Taşıma Çantası </span></li>
</ul>
<p style=""-webkit-font-smoothing: antialiased; margin-top: 0px; font-size: inherit; font-weight: inherit; margin-bottom: 0px; box-sizing: border-box !important; text-align: left;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ücretsiz Kargolama ! </span></span></p>
<br />
<div data-mce-fragment=""1"" style=""-webkit-font-smoothing: antialiased; margin-top: 0px; font-size: 16px; margin-bottom: 0px; color: #616161; font-family: 'Avenir Next', sans-serif; background-color: #ffffff; text-align: center;""> </div>",,Perküsyon,,TRUE,Title,Default Title,,9,deny,manual,1249.166,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/167/fd8b5a27-68dd-4d1c-86f4-029002f4ff0e.jpg?revision=1711289134,
döküm-darbuka,DÖKÜM DARBUKA,"<div style=""text-align: center;""><span style=""font-size: inherit; font-weight: inherit; background-color: #ffffff; color: #616161; font-family: 'Avenir Next', sans-serif; -webkit-font-smoothing: antialiased; vertical-align: inherit; box-sizing: border-box !important;"">Sultan Müzik ailesi tarafından el işçiliğiyle üretilen Döküm darbukalarımız, çeşitli renklerde ve güzel el işçiliği tasarımlarıyla sunuluyor.</span></div>
<div style=""-webkit-font-smoothing: antialiased; color: #616161; font-family: 'Avenir Next', sans-serif; font-size: 16px; background-color: #ffffff; box-sizing: border-box !important; text-align: center;"">
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; margin-top: 0px; font-size: inherit; font-weight: inherit; margin-bottom: 0.7em;""><em style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important;"">Döküm Darbuka</em><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;""> özellikleri aşağıdaki gibidir:</span></p>
<ul style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; margin: 0px 0px 0.7em 18px; padding: 0px; list-style: none;"">
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Malzeme: Döküm</span></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Bitiş: Boyalı, Düz, El Yapımı</span></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Cilt: Beyaz Suni Deri</span></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ayar: Ayarlanabilir (8 Mandal)</span></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Uzunluk: 44 cm</span></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Çap: 21,5 cm</span></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ağırlık: 2,4 kg</span></li>
</ul>
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; margin-top: 0px; font-size: inherit; font-weight: inherit; margin-bottom: 0.7em;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Döküm darbukalarımız ile  birlikte size gönderilecek olan ürünlerin listesi : </span></p>
<ul style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; margin: 0px 0px 0.7em 18px; padding: 0px; list-style: none;"">
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Darbuka Taşıma Çantası </span></li>
</ul>
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; margin-top: 0px; font-size: inherit; font-weight: inherit; margin-bottom: 0px;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ücretsiz Kargolama ! </span></span></p>
</div>
<div data-mce-fragment=""1"" style=""-webkit-font-smoothing: antialiased; margin-top: 0px; font-size: 16px; margin-bottom: 0px; color: #616161; font-family: 'Avenir Next', sans-serif; background-color: #ffffff; text-align: center;""> </div>",,Perküsyon,,TRUE,Title,Default Title,,10,deny,manual,805.084,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/168/0201c052-0584-4e04-aa2f-cd3b18c0c5ca.jpg?revision=1697143329,
