Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position
sultan-mst400-maun/ceviz-ud,Sultan MST400 Maun/Ceviz Ud,"<div style=""-webkit-font-smoothing: antialiased; color: #616161; font-family: 'Avenir Next', sans-serif; font-size: 16px; background-color: #ffffff; box-sizing: border-box !important;"">
<h1 style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; font-size: calc(var(--base-text-font-size) - (var(--default-text-font-size) - 28px)); font-weight: var(--heading-font-weight); margin: 0px 0px 0.7em; line-height: 1.43; font-family: var(--heading-font-family); font-style: var(--heading-font-style); color: var(--heading-color);""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Sultan MST400 Maun/Ceviz Ud</span></strong></h1>
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; font-size: inherit; font-weight: inherit; margin-top: 0px; margin-bottom: 0.7em;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Eğer bir Ud satın almak isteyen orta düzey bir müzisyenseniz, Sultan Müziğin MST400 modeli sizlere özel bir deneyim sunuyor.. Maun ve ceviz karışımından İzmir atolyemizde el yapımı olarak üretilen bu eşsiz enstrüman kesinlikle göze çarpan benzersiz bir görünüme sahiptir. Daha da iyisi, sık oynama testine dayanabilecek en iyi dayanıklı bileşenleri kullanır.</span></p>
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; font-size: inherit; font-weight: inherit; margin-top: 0px; margin-bottom: 0.7em;""> </p>
<h3 style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; font-size: calc(var(--base-text-font-size) - (var(--default-text-font-size) - 21px)); font-weight: var(--heading-font-weight); margin: 1.8em 0px 0.8em; line-height: 1.5; font-family: var(--heading-font-family); font-style: var(--heading-font-style); color: var(--heading-color);""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ladin Üstü Ud  </span></strong></h3>
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; font-size: inherit; font-weight: inherit; margin-top: 0px; margin-bottom: 0.7em;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">İşte uzman Ud müzisyenleri için el yapımı olarak üretilen premium bir seçenek. Sultan Müzik tarafından tasarlanan ve inşa edilen bu ladin üstlü Ud, dünya çapındaki konserlerde kendilerine eşlik etmek üzere birçok hevesli ve nitelikli profesyonel müzisyen tarafından seçilmiştir. En iyi bileşenler ve teknoloji, hem dinleyicilere hem de müzisyenlere keyif veren mükemmel sesi sağlamak için bir araya geliyor.</span></p>
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; font-size: inherit; font-weight: inherit; margin-top: 0px; margin-bottom: 0.7em;""> </p>
<h3 style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; font-size: calc(var(--base-text-font-size) - (var(--default-text-font-size) - 21px)); font-weight: var(--heading-font-weight); margin: 1.8em 0px 0.8em; line-height: 1.5; font-family: var(--heading-font-family); font-style: var(--heading-font-style); color: var(--heading-color);""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Sedir Üstü Ud</span></strong></h3>
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; font-size: inherit; font-weight: inherit; margin-top: 0px; margin-bottom: 0.7em;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">İşte uzman Ud müzisyenleri için bir premium ve el yapımı bir Ud seçeneği. Sultan Müzik tarafından tasarlanan ve inşa edilen bu Sedir Üstü Ud, dünya çapındaki konserlerde kendilerine eşlik etmek üzere birçok hevesli ve nitelikli profesyonel müzisyen tarafından seçilmiştir. En iyi bileşenler ve teknoloji, hem dinleyicilere hem de oyunculara keyif veren mükemmel sesi sağlamak için bir araya geliyor.</span></p>
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; font-size: inherit; font-weight: inherit; margin-top: 0px; margin-bottom: 0.7em;""> </p>
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; font-size: inherit; font-weight: inherit; margin-top: 0px; margin-bottom: 0.7em;""> </p>
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; font-size: inherit; font-weight: inherit; margin-top: 0px; margin-bottom: 0.7em;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Sultan Müzik'teki ustalar tarafından el yapımı olan bu Maun/Ceviz Ud, orta seviye müzisyenler için üretildi. Harika bir ses kalitesine sahip olan bu enstrümanın müzik hayatınıza keyif katacağı kesin.</span></p>
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; font-size: inherit; font-weight: inherit; margin-top: 0px; margin-bottom: 0px;""><strong><em style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important;"">Orta Seviye Maun/Ceviz Ud</em><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;""> özellikleri aşağıda listelenmiştir:</span></strong></p>
</div>
<ul>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ağaç Türü (Kase): Maun/Ceviz</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ağaç Türü (Ön): Ladin veya Kanada Kırmızı Sediri</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Klavye: Abanoz</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Mandal: Abanoz</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Rozet: Ahşap</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Teller: Kürschner Premium Teller (11 Tel)</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ayar: Do-Do (Talep üzerine Re-Re ve Fa-Fa mevcuttur)</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Gövde Uzunluğu: 49 cm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Klavye Uzunluğu: 19,5 cm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">İp Uzunluğu: 58,5 cm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Derinlik: 19 cm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Sap Genişliği: 38 – 56 mm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Dize Yüksekliği: 1,8 mm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Kaliteli Gig Bag</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">5 Seçim</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ekstra Tel Paketi</span></strong></li>
</ul>",,Ud Çeşitleri,Orta Seviye Udlar,TRUE,Title,Default Title,MST400,2,deny,manual,19165.833,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/258/1.png?revision=1711103900,
ladin,Ladin,,,Ud Çeşitleri,Orta Seviye Udlar,TRUE,Kapak,Ladin,,1,deny,manual,19165.833,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/259/3.png?revision=1711280478,
sedir,Sedir,,,Ud Çeşitleri,Orta Seviye Udlar,TRUE,Kapak,Sedir,,1,deny,manual,20832.5,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/260/2.png?revision=1711280462,
sultan-mst700-siyah-ceviz-ud,Sultan MST700 Siyah Ceviz Ud,"<span style=""background-color: #ffffff;""><span style=""color: #616161; font-family: Avenir Next, sans-serif;""><b>MST700 Siyah Ceviz Ud <br /><br /></b></span><b style=""color: #616161; font-family: 'Avenir Next', sans-serif; font-size: inherit; font-weight: inherit;"">Sultan Müzik ustaları tarafından İzmir atolyemizde el yapımı olarak üretilen Siyah Ceviz Ud, orta seviye müzisyenler için özel olarak müşteri deneyimleri göz önüne alınarak üretildi. Harika bir ses kalitesine sahip olan bu enstrüman müzik hayatınıza keyif katacak. </b><br /><br /><br /></span>
<div style=""-webkit-font-smoothing: antialiased; color: #616161; font-family: 'Avenir Next', sans-serif; font-size: 16px; background-color: #ffffff; box-sizing: border-box !important;""><strong><em style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important;"">Orta Seviye Siyah Ceviz Ud</em></strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;""><strong> özellikleri aşağıda listelenmiştir</strong>:<br /><br /></span></div>
<ul style=""-webkit-font-smoothing: antialiased; margin: 0px 0px 0.7em 18px; padding: 0px; list-style-position: initial; list-style-image: initial; color: #616161; font-family: 'Avenir Next', sans-serif; font-size: 16px; background-color: #ffffff; box-sizing: border-box !important;"">
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ağaç Türü (Kase): Siyah Ceviz</span></strong></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ağaç Türü (Ön): Ladin veya Sedir</span></strong></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Klavye: Abanoz</span></strong></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Mandal: Abanoz</span></strong></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Rozet: Ahşap</span></strong></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ayar: Do-Do (Talep üzerine Re-Re ve Fa-Fa mevcuttur)</span></strong></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Teller: Kürschner Premium Teller (11 Tel)</span></strong></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Gövde Uzunluğu: 49 cm</span></strong></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Klavye Uzunluğu: 19,5 cm</span></strong></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">İp Uzunluğu: 58,5 cm</span></strong></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Derinlik: 19 cm</span></strong></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Sap Genişliği: 38 – 56 mm</span></strong></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Dize Yüksekliği: 1,8 mm</span></strong></li>
</ul>
<div></div>
<ul style=""-webkit-font-smoothing: antialiased; margin: 0px 0px 0.7em 18px; padding: 0px; list-style-position: initial; list-style-image: initial; color: #616161; font-family: 'Avenir Next', sans-serif; font-size: 16px; background-color: #ffffff; box-sizing: border-box !important;"">
<li style=""-webkit-font-smoothing: antialiased; position: relative; box-sizing: border-box !important;""><strong><span style=""-webkit-font-smoothing: antialiased; vertical-align: inherit; box-sizing: border-box !important;"">HEDİYELER</span></strong></li>
</ul>
<ul style=""-webkit-font-smoothing: antialiased; margin: 0px 0px 0.7em 18px; padding: 0px; list-style-position: initial; list-style-image: initial; color: #616161; font-family: 'Avenir Next', sans-serif; font-size: 16px; background-color: #ffffff; box-sizing: border-box !important;"">
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Kaliteli Taşıma Çantası</span></strong></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">10 Adet Mızrap</span></strong></li>
<li style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; position: relative; margin-bottom: 5px;""><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Sultan Mızrap Cüzdanı</span></strong></li>
<li style=""-webkit-font-smoothing: antialiased; position: relative; box-sizing: border-box !important;""><strong><span style=""-webkit-font-smoothing: antialiased; vertical-align: inherit; box-sizing: border-box !important;"">Ekstra Tel Paketi</span></strong><strong><span style=""-webkit-font-smoothing: antialiased; vertical-align: inherit; box-sizing: border-box !important;""></span></strong></li>
</ul>",,Ud Çeşitleri,Orta Seviye Udlar,TRUE,Title,Default Title,MST700,2,deny,manual,19165.833,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/261/1.png?revision=1711277167,
ladin,Ladin,Ladin Kapak MST700 UD,,Ud Çeşitleri,Orta Seviye Udlar,TRUE,Kapak,Ladin,MST700,1,deny,manual,22999.0,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/262/3.png?revision=1711113494,
sedir,Sedir,Sedir Kapak  Ud,,Ud Çeşitleri,Orta Seviye Udlar,TRUE,Kapak,Sedir,MST700,1,deny,manual,20832.5,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/263/2.png?revision=1711113543,
sultan-mst100-maun/akçaağaç-ud,Sultan MST100 Maun/Akçaağaç Ud,"<span style=""font-size: inherit; font-weight: inherit; background-color: #ffffff; color: #616161; font-family: 'Avenir Next', sans-serif;"">MST100 MAUN/AKÇAAĞAÇ UD<br /><br />Sultan Müzik markası güvencesi ile deneyimli ustalarımız tarafından el yapımı olarak İzmir Atolyemizde üretilen bu Maun/Akçaağaç Ud, orta seviye müzisyenler için üretildi. Premium kalitesi ile size eşsiz bir deneyim sunuyor.<br /><br /></span>
<div style=""-webkit-font-smoothing: antialiased; color: #616161; font-family: 'Avenir Next', sans-serif; font-size: 16px; background-color: #ffffff; box-sizing: border-box !important;"">
<p style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; font-size: inherit; font-weight: inherit; margin-top: 0px; margin-bottom: 0px;""><strong><em style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important;"">Orta Seviye Maun/Akçaağaç Ud</em><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;""> özellikleri aşağıda listelenmiştir:<br /><br /></span></strong></p>
</div>
<ul>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ağaç Türü (Kase): Maun/Akçaağaç</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ağaç Türü (Ön): Ladin veya Sedir</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Klavye: Abanoz</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Mandal: Abanoz</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ayar: Do-Do (Talep üzerine Re-Re ve Fa-Fa mevcuttur)</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Teller: Kürschner Premium Teller (11 Tel)</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Gövde Uzunluğu: 49 cm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Klavye Uzunluğu: 19,5 cm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">İp Uzunluğu: 58,5 cm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Derinlik: 19 cm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Sap Genişliği: 38 – 56 mm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Dize Yüksekliği: 1,8 mm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Kaliteli Taşıma Çantası</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">10 Mızrap</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ekstra Tel Paketi</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Sultan Müzik Mızrap Cüzdanı</span></strong></li>
</ul>",,Ud Çeşitleri,Orta Seviye Udlar,TRUE,Title,Default Title,MST100,10,deny,manual,19999.166,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/264/1.png?revision=1711277186,
ladin,Ladin,,,Ud Çeşitleri,Orta Seviye Udlar,TRUE,Kapak,Ladin,MST100,5,deny,manual,23999.0,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/265/3.png?revision=1711280521,
sedir,Sedir,,,Ud Çeşitleri,Orta Seviye Udlar,TRUE,Kapak,Sedir,MST100,5,deny,manual,25999.0,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/266/2.png?revision=1711280538,
sultan-mst200-maun-ud,Sultan MST200 Maun Ud,"<span style=""color: #616161; font-family: 'times new roman', times, serif; font-size: 14pt; background-color: #ffffff;""><strong>MST200 MAUN UD</strong><br /><br /><strong>MST200 MAUN UD</strong><br /><br />Sultan Müzik markası güvencesi ile deneyimli ustalarımız tarafından el yapımı olarak İzmir Atolyemizde üretilen bu Maun/Akçaağaç Ud, orta seviye müzisyenler için üretildi. Premium kalitesi ile size eşsiz bir deneyim sunuyor.<br /></span><br />
<p data-mce-fragment=""1"" style=""-webkit-font-smoothing: antialiased; font-size: 16px; margin-top: 0px; margin-bottom: 0.7em; color: #616161; font-family: 'Avenir Next', sans-serif; background-color: #ffffff; box-sizing: border-box !important;""><strong><em data-mce-fragment=""1"" style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important;"">Orta Seviye Maun Ud</em><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;""> özellikleri aşağıda listelenmiştir:</span></strong></p>
<ul>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ağaç Türü (Kase): Maun</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ağaç Türü (Ön): Ladin veya Sedir</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Klavye: Abanoz</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Mandal: Abanoz</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Rozet: Ahşap</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ayar: Do-Do (Talep üzerine Re-Re ve Fa-Fa mevcuttur)</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Teller: Kürschner Premium Teller (11 Tel)</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Gövde Uzunluğu: 49 cm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Klavye Uzunluğu: 19,5 cm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">İp Uzunluğu: 58,5 cm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Derinlik: 19 cm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Sap Genişliği: 38 – 56 mm</span></strong></li>
<li><strong><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Dize Yüksekliği: 1,8 mm</span></strong></li>
</ul>
<br />
<p data-mce-fragment=""1"" style=""-webkit-font-smoothing: antialiased; font-size: 16px; margin-top: 0px; margin-bottom: 0.7em; color: #616161; font-family: 'Avenir Next', sans-serif; background-color: #ffffff; box-sizing: border-box !important;""><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Orta Seviye Maun Ud'unuzla birlikte size gönderilecek öğelerin listesi:</span></p>
<ul>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Kaliteli Gig Bag</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">5 Seçim</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Ekstra Tel Paketi</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">10 Mızrap</span></li>
<li><span style=""-webkit-font-smoothing: antialiased; box-sizing: border-box !important; vertical-align: inherit;"">Sultan Müzik Mızrap Cüzdanı</span></li>
</ul>",,Ud Çeşitleri,Orta Seviye Udlar,TRUE,Title,Default Title,MST200,2,deny,manual,19165.833,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/267/1.png?revision=1711277200,
ladin,Ladin,Ladin Kapak Ud,,Ud Çeşitleri,Orta Seviye Udlar,TRUE,Kapak,Ladin,MST200,1,deny,manual,19165.833,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/268/3.png?revision=1711113413,
sedir,Sedir,Sedir Kapak Ud,,Ud Çeşitleri,Orta Seviye Udlar,TRUE,Kapak,Sedir,MST200,1,deny,manual,20832.5,0.0,TRUE,TRUE,https://ideacdn.net/idea/cv/72/myassets/products/272/2.png?revision=1711113449,
